_id,app,appVersion,reviewText,author,date,ratingStars,ArDoc classification,classification,class1,class2,class3,copied to 30each,class4,class5
57894cd1819cb706b00a7af4,AcDisplay,03/08/04,It won't work The Google ambient display seems to override it. The test notification will work and that's it.,Chuck Marcus,22/04/16,1,INFORMATION_GIVING,,UI,ERROR,,,,
57894cd1819cb706b00a7af5,AcDisplay,03/08/04,"love it wow, the 1st app I must have on any setup",mohand yahia,22/04/16,5,OTHER,,OTHER,,,,,
57894cd5819cb706b00a7af6,AcDisplay,03/08/04,"AcDisplay brings the Active Display mode from Moto devices in a free open source app. The basic feature of this app allows the device's screen to turn when a notification appears and to quickly and easily interact with the notifications. There are 2 other options as well, making this app serve as a lock screen and/or turn on the screen based on device sensors. The overall design is very much minimalistic with a great looking design, and there are also plenty of settings to customize to fit your liking. AcDisplay is great for those wanting to view notifications quickly with a minimal and usable design.",Adrian Silo,22/04/16,5,OTHER,,DEVICE,LICENSING,UI,,APP USABILITY,
57894cd5819cb706b00a7af7,AcDisplay,03/08/04,Just one thing! Please add finger print direct unlock without swipe!,Aman Goel,22/04/16,4,OTHER,,SECURITY,UI,,,,
57894ccb819cb706b00a7aee,AcDisplay,03/08/04,Password I need to set a password. Please allow this app to set password,Izzat Najmi,23/04/16,5,INFORMATION_GIVING,,SECURITY,,,,,
57894ccb819cb706b00a7aef,AcDisplay,03/08/04,"Not able to uninstall When I try to uninstall, it doesn't let me. I found that it needs to be unchecked from device administrator, when I try that it just kicks me out of the settings. Emailed this guys for support before posting this review and waited for a week for the reply but no response. Very disappointed.",Gaurav Jain,23/04/16,2,OTHER,,ERROR,,,,,
57894ccb819cb706b00a7af0,AcDisplay,03/08/04,Nice app Love your work,Sofiane Bencheikh,23/04/16,5,OTHER,,OTHER,,,,,
57894cbc819cb706b00a7ae2,AcDisplay,03/08/04,"Please update lockscreen I love this app, but it constantly freezes my Galaxy S5 when the lockscreen is enabled. Pleas update this app! I would pay for this functionality",Bill Connor,26/04/16,1,OTHER,PRICING,SECURITY,DEVICE,ERROR,,PRICE,
57894c8c819cb706b00a7abf,AcDisplay,03/08/04,Not 5 star Not 5 stars as I believe it should provide option for basic authentication at least say a password or pattern. Otherwise a cool and good app,Shankar S,05/05/16,3,OTHER,PROTECTION,SECURITY,UI,,y,,
57894c27819cb706b00a7a60,AcDisplay,03/08/04,Need full string password protection. Very good and simple lock screen which is very light and functional. Cant really call this as a lock screen as it does'nt has a password protection. It will be the best screen lock on android platform if full string password and (or) finger print protection with privacy control(ability to define apps that could be unlocked with out password) is added to this... Expecting new essential feature soon...,Ratheesh Kumar,30/05/16,3,OTHER,PROTECTION,SECURITY,APP USABILITY,,,,
578937c6819cb7066ab3fb69,Adblock Plus,1.0.3,"Works well but needs a reinstall on each version Great app but stopped blocking with the new update, had to reinstall to get it to work again.",Geoff Wong,22/05/16,4,INFORMATION_GIVING,OTHER,ERROR,,,,,
578937c6819cb7066ab3fb6a,Adblock Plus,1.0.3,Awesome! I like the built in browser particularly for it's fingerprint support. Ghostery has good blocking but is a little flaky. Looks like this is the best of both worlds.,Naveed Ahmed,22/05/16,5,OTHER,OTHER,SECURITY,,,,,
578937c4819cb7066ab3fb67,Adblock Plus,1.0.3,Doesn't work for everything,ANDREW BITTAN,23/05/16,3,PROBLEM_DISCOVERY,OTHER,ERROR,,,,,
578937c4819cb7066ab3fb68,Adblock Plus,1.0.3,Works great,nefarious suoirafen,23/05/16,5,OTHER,OTHER,OTHER,,,,,
578937c4819cb7066ab3fb66,Adblock Plus,1.0.3,I think the best app I do not identified another better,Cm Mc,24/05/16,5,OTHER,OTHER,OTHER,,,,,
578937c3819cb7066ab3fb63,Adblock Plus,1.0.3,Can't use it as it demands I update my samsung browser. Then it takes me to the app page in Google play. I'm unable to download this as it's not compatible with my system. Help please.,L. S.,25/05/16,1,OTHER,COMPATIBILITY,DEVICE,ERROR,,y,,
578937c3819cb7066ab3fb64,Adblock Plus,1.0.3,What exactly is this supposed to do? As far as I can tell this doesn't do anything.....,Joshua Carman,25/05/16,1,PROBLEM_DISCOVERY,OTHER,OTHER,,,,,
578937c4819cb7066ab3fb65,Adblock Plus,1.0.3,Great app!,Qvmd Gaming,25/05/16,5,OTHER,OTHER,OTHER,,,,,
578937c3819cb7066ab3fb62,Adblock Plus,1.0.3,Works,Jayesh Srivastava,26/05/16,5,OTHER,OTHER,OTHER,,,,,
578937c2819cb7066ab3fb61,Adblock Plus,1.0.3,Seen it advertised on bbc so must be of some use. Works so far.,David Richman,27/05/16,5,OTHER,OTHER,OTHER,,,,,
578937c1819cb7066ab3fb5e,Adblock Plus,1.0.3,"Great but doesn't always work When the app actually works it makes browsing the internet really enjoyable. I don't know why it says fixed the issue """"blocker of unwanted content not available"""" when it is still happening.",AntyWar E,28/05/16,3,OTHER,,ERROR,,,,,
578937c2819cb7066ab3fb5f,Adblock Plus,1.0.3,Not working,Auin Naqvi,28/05/16,1,PROBLEM_DISCOVERY,OTHER,ERROR,,,,,
578937c2819cb7066ab3fb60,Adblock Plus,1.0.3,Works Works ! Perfect,Albert Gonzalez,28/05/16,5,OTHER,OTHER,OTHER,,,,,
578937be819cb7066ab3fb5a,Adblock Plus,1.0.3,Yes! It's beautiful. Working like a charm. Thanks!,Mihai Tilea,31/05/16,5,OTHER,OTHER,OTHER,,,,,
578937be819cb7066ab3fb5b,Adblock Plus,1.0.3,Works great When I tried the pre-May 23 version on my S7 edge there was no noticeable ad blocking whatsoever.. but this version works perfectly so far...,Jay Williams,31/05/16,5,OTHER,COMPATIBILITY,DEVICE,,,Y,,
578937be819cb7066ab3fb5c,Adblock Plus,1.0.3,Not Working Always Shows Error On Opening Internet (Samsung browser) after the latest update its not showing any error but now it is no blocking ads. On Websites In Samsung Browser,Sheikh Abdullah,31/05/16,1,OTHER,OTHER,DEVICE,ERROR,,,,
578937c1819cb7066ab3fb5d,Adblock Plus,1.0.3,"Well!!! It's going great but when I browse the website it starts to slow down and some are quite quick but I would not say it's fast. My Samsung internet browser app isn't compatible so it would not work, so I guess I'll have to un-install the app.",Setul Halai,31/05/16,3,PROBLEM_DISCOVERY,OTHER,PERFORMANCE,DEVICE,ERROR,,,
578937bc819cb7066ab3fb59,Adblock Plus,1.0.3,"Works fine on Galaxy S7 Need to install Samsung 'Internet' browser first, then add this and configure blocking in the browser",Shawn Warren,01/06/16,4,INFORMATION_GIVING,COMPATIBILITY,DEVICE,,,Y,,
578937bc819cb7066ab3fb57,Adblock Plus,1.0.3,â˜º Works like a dream,paul m,02/06/16,5,OTHER,OTHER,OTHER,,,,,
578937bc819cb7066ab3fb58,Adblock Plus,1.0.3,"Wow!!! No more adds, what more can be said.",Symin Sez,02/06/16,5,OTHER,OTHER,LICENSING,,,,,
578937bc819cb7066ab3fb56,Adblock Plus,1.0.3,The Ad-blocker that works w/o hurting performance It just works. Ironically the Adblock Plus add-on for the Samsung Internet Browser actually blocks ads and performs far better than the extension for Firefox for Android Browser.,Brandon Giesel,03/06/16,5,PROBLEM_DISCOVERY,OTHER,PERFORMANCE,DEVICE,,,,
578937b9819cb7066ab3fb54,Adblock Plus,1.0.3,It's works!!! Greats app. No ads annoying me anymore. Thanks adblock.,à¸˜à¸™à¸ à¸±à¸—à¸£ à_€à¸¡à¸·à¸_à¸‡à_‚à¸„à¸•à¸£,05/06/16,5,OTHER,,OTHER,,,,,
578937b9819cb7066ab3fb55,Adblock Plus,1.0.3,Very Useful Updated my Note 4 to Marshmallow so I can finally use this. Now I can actually browse without intrusive and disruptive ads!!,Greg Katz,05/06/16,5,OTHER,,ANDROID VERSION,DEVICE,,,,
578937b5819cb7066ab3fb50,Adblock Plus,1.0.3,Wow... It does nothing...,Magic Man,07/06/16,1,OTHER,,OTHER,,,,,
578937b8819cb7066ab3fb51,Adblock Plus,1.0.3,Seems to work now Did not work previously but ever since the update seems to work very well. Thank you,Cesar Garcia,07/06/16,5,OTHER,,OTHER,,,,,
578937b8819cb7066ab3fb52,Adblock Plus,1.0.3,Awesome Yeah At last no ads for good,Avihay Atia,07/06/16,5,OTHER,,OTHER,,,,,
578937b9819cb7066ab3fb53,Adblock Plus,1.0.3,Stopped working today Seems to have stopped working completely today.,John Burnett,07/06/16,1,OTHER,,ERROR,,,,,
578937b5819cb7066ab3fb4f,Adblock Plus,1.0.3,"Popup... Getting a popup as soon as I open the Samsung internet browser... """"Blocker or unwanted content not available..""""",Pratik Doshit,08/06/16,1,OTHER,,DEVICE,UI,ERROR,,,
578937b5819cb7066ab3fb4e,Adblock Plus,1.0.3,"Not working on Note4 It is not working on my Galaxy Note 4 version 5.1.1 with Samsung Browser version 4.0.10-53. The app cannot open the browser settings. There is no option in the browser settings, too.",Sherwin Rosario,09/06/16,2,OTHER,,DEVICE,UI,ERROR,,,
578937b4819cb7066ab3fb4a,Adblock Plus,1.0.3,Not working,Aqib Ahmed,13/06/16,4,PROBLEM_DISCOVERY,,ERROR,,,,,
578937b4819cb7066ab3fb4b,Adblock Plus,1.0.3,"Good but missing functionalities It works as expect but I didn't find how to configure white list, because sometimes it blocks content that shouldn't be blocked.",Ricardo Alonso,13/06/16,3,INFORMATION_GIVING,,ERROR,,,,,
578937b4819cb7066ab3fb4c,Adblock Plus,1.0.3,Works Great Galaxy S5 Marshmallow,Richard Pruitt,13/06/16,5,OTHER,,ANDROID VERSION,DEVICE,,,,
578937b5819cb7066ab3fb4d,Adblock Plus,1.0.3,S7 This doesn't work at all. Useless,Donnie Burke,13/06/16,1,OTHER,,DEVICE,ERROR,,,,
578937b2819cb7066ab3fb47,Adblock Plus,1.0.3,Love it,Thomas Lucas,14/06/16,5,OTHER,,OTHER,,,,,
578937b2819cb7066ab3fb48,Adblock Plus,1.0.3,"Stopped working since 2 days ago Even tried uninstalling and reinstalling several times which normally resolves issues, but now won't work with the Samsung browser anymore",Ghost,14/06/16,2,PROBLEM_DISCOVERY,,DEVICE,ERROR,,,,
578937b4819cb7066ab3fb49,Adblock Plus,1.0.3,Thank you so much ! I don't write reviews for apps but this app is AMAZING!,Harout Tatarian,14/06/16,5,OTHER,,OTHER,,,,,
578937b2819cb7066ab3fb45,Adblock Plus,1.0.3,It works for me.,Alicia Brock,15/06/16,5,OTHER,,OTHER,,,,,
578937b2819cb7066ab3fb46,Adblock Plus,1.0.3,The Best!!!,My Top Android Apps,15/06/16,5,OTHER,,OTHER,,,,,
578937b0819cb7066ab3fb43,Adblock Plus,1.0.3,works BUT basically it creates a huge cache of data and my phone runs out of space. switching apps if it isn't fixed.,Michael P,16/06/16,3,OTHER,,MEMORY,ERROR,,,,
578937b0819cb7066ab3fb44,Adblock Plus,1.0.3,Doesn't work I installed and it didn't work. Uninstalled. I will try a different app.,Billy Trimble,16/06/16,1,OTHER,,ERROR,,,,,
578937b0819cb7066ab3fb42,Adblock Plus,1.0.3,Completely eliminates browser lag Awesome! I can actually browse the internet on my phone now without lag thanks to this app.,Keith D,17/06/16,5,OTHER,,PERFORMANCE,,,,,
578937b0819cb7066ab3fb41,Adblock Plus,1.0.3,Doesn't seem to work well blocking ads for Samsung Internet app.,Michelle Lundrigan,18/06/16,2,PROBLEM_DISCOVERY,,DEVICE,ERROR,,,,
578937ae819cb7066ab3fb40,Adblock Plus,1.0.3,Works great but builds up a massive cache over time. The amount of space this consumes is huge.,Tomasz,20/06/16,4,OTHER,,MEMORY,,,,,
578937ae819cb7066ab3fb3e,Adblock Plus,1.0.3,Wipes off all annoying ads,Calvin Gomez,29/06/16,5,OTHER,,OTHER,,,,,
578937ae819cb7066ab3fb3f,Adblock Plus,1.0.3,"Works well Stops those annoying pop up ads, recommended",Peter Taylor,29/06/16,4,OTHER,,OTHER,,,,,
578937ac819cb7066ab3fb3c,Adblock Plus,1.0.3,"5 stars usually, but *alert*... The definition updates sent an hour ago have caused a return of the ""Blocker of unwanted content not available, please contact developer"" error messages to return....... (I only gave 1 star to flag the developers. Will be back to 5 when they see it.)",Kaylee Brown,30/06/16,1,OTHER,,ERROR,,,,,
578937ae819cb7066ab3fb3d,Adblock Plus,1.0.3,Not working on s7 edge I've just upgraded to s7 edge and looked at android authority website and there were 3 ads in the page I looked at. I thought adblock was meant to block these,Gary Webster,30/06/16,2,OTHER,,DEVICE,ERROR,,,,
578937ac819cb7066ab3fb3b,Adblock Plus,1.0.3,"Good would like an option so ads blocking is only enabled in secret mode in the browser as I normally don't mind ads (people have to make a living some way!) other than that , excellent app !",Calum O Donnell,02/07/16,4,OTHER,,UI,,,,,
578937a9819cb7066ab3fb39,Adblock Plus,1.0.3,Shite Doesnt work. Straight away a stupid virus ad popped up to take to to some bs app in playstore. Crap,Nat Higgs,03/07/16,1,OTHER,,ERROR,,,,,
578937a9819cb7066ab3fb3a,Adblock Plus,1.0.3,"bleh blocker of unwanted content message, turned of power saving and optimization still no joy, will try next update, fresh reset days ago",Kerry Coleman,03/07/16,3,OTHER,,OTHER,,,,,
578937a9819cb7066ab3fb38,Adblock Plus,1.0.3,"Doesn't do anything Followed the directions provided in app to set up, I still get a ton of ads and pop ups. It's a shame because adblock works great on windows tablets.",Michael Krueger,05/07/16,1,OTHER,,ERROR,DEVICE,,,,
578937a6819cb7066ab3fb37,Adblock Plus,1.0.3,Great app! Very happy with this app and glad someone made this for the stock browser on Samsung phones.,Kambiz Kaveh,06/07/16,5,INFORMATION_GIVING,,DEVICE,,,,,
578937a4819cb7066ab3fb33,Adblock Plus,1.0.3,no longer working gives me an error message and tells me to contact developer.,PAX,07/07/16,1,PROBLEM_DISCOVERY,,ERROR,,,,,
578937a6819cb7066ab3fb34,Adblock Plus,1.0.3,Used to work great It keeps popping up a message that it no longer is blocking ads and to contact the app developer.,Michael Kapusta,07/07/16,4,OTHER,,ERROR,,,,,
578937a6819cb7066ab3fb35,Adblock Plus,1.0.3,Works but my phone got slow,Suriyar Kant,07/07/16,4,OTHER,,PERFORMANCE,ERROR,,,,
578937a6819cb7066ab3fb36,Adblock Plus,1.0.3,"Not working After Installation,it doesn't show up in Samsung Internet Browser.I have the latest version installed.",Allen Joshy John,07/07/16,1,PROBLEM_DISCOVERY,,DEVICE,ERROR,,,,
578937a2819cb7066ab3fb31,Adblock Plus,1.0.3,No instrcutions so it doesnt work Downloaded it but alas no instructions to set it up so i had to unistall,Danny Noble,08/07/16,1,PROBLEM_DISCOVERY,,APP USABILITY,ERROR,,,,
578937a4819cb7066ab3fb32,Adblock Plus,1.0.3,"Bye bye ads! Former Nexus (6) user who loves stock Android. Ads were taking up most of data... videos play automatically, half the page is an ad... I know I know, it's Google's business model. Although I have used other browsers that block ads on Nexus devices, they were all very laggy and unoptimized. Now using a Samsung Galaxy S7 Edge with the stock Samsung browser and the result is massive. Using the internet is enjoyable again. I've also been using ABP on my desktops for years... Thank you!",Joe Slaieh,08/07/16,5,OTHER,,DEVICE,,,,,
578937a2819cb7066ab3fb2f,Adblock Plus,1.0.3,La mejor Muy eficiente y cumple con lo que promete. AdiÃ_s publicidad molesta.,Gonzalo Otero,09/07/16,5,OTHER,,OTHER,,,,,
578937a2819cb7066ab3fb30,Adblock Plus,1.0.3,"Finally perfect blocker for samsubg browser galaxy s5 etc Finally. This works perfect. Some of my fav sites to browse were killing me with stupid slow loading, animated ads that even interrupted my music! I was so fed up... And this actually works! I dont even normally do reviews but im so happy right now just tested this and its stopped all ads immediately.",Leon D,09/07/16,5,PROBLEM_DISCOVERY,,DEVICE,,,,,
5789379e819cb7066ab3fb2d,Adblock Plus,1.0.3,Working!,Absconder Dream,11/07/16,5,OTHER,,OTHER,,,,,
5789379e819cb7066ab3fb2e,Adblock Plus,1.0.3,Nice garrantee to work NOTE 5 No need to use different browser. Doesnt work on chrome. Itbtake a while to load a page but not too laggy.,Richard Isidro,11/07/16,5,OTHER,,DEVICE,PERFORMANCE,ERROR,,,
5789379e819cb7066ab3fb2b,Adblock Plus,1.0.3,Not working How to fkin block youtube ads???,Bunya Kodiriy,12/07/16,1,PROBLEM_DISCOVERY,,ERROR,,,,,
5789379e819cb7066ab3fb2c,Adblock Plus,1.0.3,It works but It only works websites not apps,vesko,12/07/16,3,OTHER,,OTHER,,,,,
57894e28819cb706b00a7bcf,Amaze File Manager,03/01/00,"Nice and simple, non-bloated with Material Design",George Jiang,03/07/16,5,OTHER,OTHER,APP USABILITY,,,,,
57894e28819cb706b00a7bd0,Amaze File Manager,03/01/00,please add favourite folder,Xuhu Zhang,03/07/16,5,INFORMATION_GIVING,OTHER,OTHER,,,,,
57894e28819cb706b00a7bd1,Amaze File Manager,03/01/00,Great Best file manager without adware,Galaga Forever,03/07/16,5,OTHER,OTHER,LICENSING,,,,,
57894e28819cb706b00a7bd2,Amaze File Manager,03/01/00,Excelente,Francisco Arenas,03/07/16,5,OTHER,OTHER,OTHER,,,,,
57894e27819cb706b00a7bca,Amaze File Manager,03/01/00,"Deleted and Re-installed, Fixed Now Thank you for replying, dev! I cleared data but it didn't work, so I just uninstalled and reinstalled Amaze. Works like the first day I installed it again. Thanks for your work.",Hanrui Zhang,04/07/16,5,OTHER,OTHER,OTHER,,,,,
57894e27819cb706b00a7bcb,Amaze File Manager,03/01/00,"Functions Broken The ""move""option has been completely removed with only the choice to ""cut"", but even when copying and pasting folders in my storage, it crashes and only copies half or less the files. Please fix.",Matt Cloutier,04/07/16,1,PROBLEM_DISCOVERY,RESSOURCES,ERROR,UI,,y,,
57894e27819cb706b00a7bcc,Amaze File Manager,03/01/00,"Excellent! Open, free & easy.",Tormod Aarlott Digre,04/07/16,5,OTHER,OTHER,PRICE,APP USABILITY,,,,
57894e28819cb706b00a7bcd,Amaze File Manager,03/01/00,Free open source and excellent.,Frank Rehse,04/07/16,5,OTHER,PRICING,LICENSING,,,y,,
57894e28819cb706b00a7bce,Amaze File Manager,03/01/00,very nice ... please add ftp client,al grator,04/07/16,4,INFORMATION_GIVING,OTHER,OTHER,,,,,
57894e22819cb706b00a7bc7,Amaze File Manager,03/01/00,"The grid and list view are changing randomly, could you please fix it?",Jan Watzke,05/07/16,4,PROBLEM_DISCOVERY,USAGE,UI,ERROR,,y,,
57894e23819cb706b00a7bc8,Amaze File Manager,03/01/00,"Crashes if you have back navigation enabled in settings and leave the app. Also, the navigation bar is colored by default but the toggle in settings is off at first launch.",Honkarakiri,05/07/16,4,OTHER,,UI,ERROR,,,,
57894e23819cb706b00a7bc9,Amaze File Manager,03/01/00,"Finally, ftp server",Zhiwei Chen,05/07/16,5,OTHER,OTHER,OTHER,,,,,
57894e22819cb706b00a7bc6,Amaze File Manager,03/01/00,"Last version unusable. Could not start because of trying to cast an Integer to String or vice versa during startup. Had to delete app data and lost lot of bookmarks. Then, attempting to search and multiple problems. Click search area to update text and it disappears. Hit back button and app crashes with NPE in some fixSlashes method. Have to uninstall and switch to another, more stable, browser. Too bad, I used this app for a long time but I need something stable.",Eric Snell,06/07/16,2,INFORMATION_GIVING,OTHER,UI,ERROR,,,,
57894e20819cb706b00a7bc3,Amaze File Manager,03/01/00,"Crashed Latest version of the app forced closed when I tried to delete a file. Otherwise, a good light-weight file explorer.",Alan Ho,07/07/16,4,OTHER,OTHER,PERFORMANCE,ERROR,,,,
57894e20819cb706b00a7bc4,Amaze File Manager,03/01/00,Forced Stop on deleting files. Its gets lagged everytime i open it.and it gets unable to use.it also mix up the folders display.and also on deleting images it forced stops.pls bring new update and fix,Ashay Kapadiya,07/07/16,1,OTHER,OTHER,PERFORMANCE,ERROR,,,,
57894e20819cb706b00a7bc5,Amaze File Manager,03/01/00,Cool! Best FM I've ever used.,Tim Guo,07/07/16,5,OTHER,OTHER,OTHER,,,,,
57894e1d819cb706b00a7bc2,Amaze File Manager,03/01/00,Not working App crashes any time I try to copy/paste or delete a file,Laranj89,08/07/16,2,PROBLEM_DISCOVERY,OTHER,ERROR,,,,,
57894e1d819cb706b00a7bc1,Amaze File Manager,03/01/00,"Important options have been removed! 1. The move option has disappeared, can no longer move folders around. 2. When using the cut and paste option instead. It keeps showing as unsuccessful? 3. Shows my sdcard again which is good! 4. Actually going to uninstall this until fixed.",Mark Deacon,09/07/16,2,OTHER,COMPATIBILITY,HARDWARE,UI,ERROR,Y,,
57894e1d819cb706b00a7bc0,Amaze File Manager,03/01/00,Wow. Just wow.,Ivan ÄŒarapoviÄ‡,10/07/16,5,OTHER,OTHER,OTHER,,,,,
57894e1c819cb706b00a7bbf,Amaze File Manager,03/01/00,needs split screen,Tony Buttafuoco,11/07/16,2,OTHER,USAGE,UI,,,Y,,
57894e1c819cb706b00a7bbd,Amaze File Manager,03/01/00,"The go to File Manager I generally don't rate an app with five stars, but this one is simple, intuitive, beautiful, customizable, free and most importantly ad free.",Riashat Rafat,12/07/16,5,OTHER,OTHER,APP USABILITY,LICENSING,PRICE,,,
57894e1c819cb706b00a7bbe,Amaze File Manager,03/01/00,"What happened to this app? What use to be a clear obvious UI has become weird. Where is """"move""""?",Jerry Asher,12/07/16,2,OTHER,,UI,APP USABILITY,,,,
57894e1a819cb706b00a7bba,Amaze File Manager,03/01/00,That's not a good update A rollback would be best option. Folder size and content not shown anymore. And that's just one issue.. Update: uninstalled. Move files also not working. This is app simply doesn't work. It doesn't do what a file manager does. So what's the point. Uninstalled.,Fab Mini,13/07/16,1,OTHER,,UI,ERROR,,,,
57894e1a819cb706b00a7bbb,Amaze File Manager,03/01/00,"I absolutely love this app! It is definitely one of the best file managers, and it is the best open source one. I've tried many different file managers, but I've always come back to Amaze. The interface is highly customizable and sleek, and remains minimal. Though it is already an amazing app, it could be made even better by adding things like an FTP/cloud storage client. One more feature request: please let us set the root directory of the FTP server. Thanks for such a great app!",Nihal Talur,13/07/16,5,OTHER,,APP USABILITY,UI,LICENSING,,,
57894e1c819cb706b00a7bbc,Amaze File Manager,03/01/00,Root Explorer breaks everything Half the UI dissappears when browsing root folders,Wouter Heinen,13/07/16,1,OTHER,,UI,ERROR,,,,
578940e2819cb7066ab404e7,Autostarts,01/09/07,Does work now on N5 with LP 5.0.1.,A Google User,17/12/14,5,OTHER,COMPATIBILITY,ANDROID VERSION,DEVICE,,y,,
578940e2819cb7066ab404e8,Autostarts,01/09/07,Thanks Fixed New version works again s in 4.2,Larry Kahn,17/12/14,5,INFORMATION_GIVING,OTHER,OTHER,,,,,
578940e1819cb7066ab404e6,Autostarts,01/09/07,Meizu MX2,Sun L.,18/12/14,5,OTHER,OTHER,DEVICE,,,,,
578940e1819cb7066ab404e5,Autostarts,01/09/07,Great root tool Fantastic root tool for halting unnecessary process startups. Essential to my battery-saving routine.,Alex Paulson,28/12/14,5,OTHER,RESSOURCES,BATTERY,,,y,,
578940e1819cb7066ab404e4,Autostarts,01/09/07,Excellent It works for all apps except for services. there are better apps though.,A Google User,03/01/15,5,OTHER,OTHER,OTHER,,,,,
578940e1819cb7066ab404e3,Autostarts,01/09/07,Wonderful Very effective..,"Joshua Jordan, KSC",02/02/15,5,OTHER,OTHER,OTHER,,,,,
578940e0819cb7066ab404e2,Autostarts,01/09/07,Powerful,Edward BP,11/02/15,5,OTHER,OTHER,OTHER,,,,,
578940e0819cb7066ab404e1,Autostarts,01/09/07,"It's a must! The only thing I was missing is a listing by application, but that's available, I just did not know!!!",A Google User,15/02/15,5,INFORMATION_GIVING,OTHER,UI,,,,,
578940e0819cb7066ab404e0,Autostarts,01/09/07,Crashes everytime Cm12 lollipop. Refunded.,Stephen Cooke,18/02/15,3,OTHER,RESSOURCES,ANDROID VERSION,ERROR,LICENSING,y,,
578940e0819cb7066ab404df,Autostarts,01/09/07,Best app for rooted phones Every rooted android needs this app. Lets you disable apps from starting up & running in background. works w/ system apps. It's like msconfig from Windows for android,Joshua Rucker,24/02/15,5,OTHER,OTHER,OTHER,,,,,
578940df819cb7066ab404de,Autostarts,01/09/07,"works as intended Seems to do fine preventing apps from starting up automatically. 1 star down since it didn't find the Carrier IQ process (IQ Agent Service) which is what I really wanted to kill (IQ starts GPS at will and logs different data). If this app could kill IQ, I would give 5 stars. If you're wondering, I downloaded ""My Android Tools"" to disable Carrier IQ. Haven't seen it pop up yet, and it's free (with ads).",Joel Armstrong,08/03/15,4,INFORMATION_SEEKING,,HARDWARE,PRICE,LICENSING,,,
578940df819cb7066ab404dd,Autostarts,01/09/07,"Does the job perfect I tried a few apps to control what apps and services began after I rooted my phone, but none of them gave me the level of control this one does.",Vak Kobiashvili,10/03/15,5,INFORMATION_GIVING,OTHER,OTHER,,,,,
578940db819cb7066ab404dc,Autostarts,01/09/07,"Great essential app What more is there to say, it turns off apps from running. It's a great app.",A Google User,15/04/15,5,OTHER,OTHER,OTHER,,,,,
578940db819cb7066ab404db,Autostarts,01/09/07,No root rights request The application doesn't request for root rights on my Xperia Z1 with iHackers 6.2.1 ROM.,Nikolaos Tachiaos,10/05/15,1,INFORMATION_GIVING,PROTECTION,SECURITY,DEVICE,,Y,,
578940db819cb7066ab404da,Autostarts,01/09/07,Still the best autostart manager out there!,Aayush Dhuria,31/05/15,5,OTHER,OTHER,OTHER,,,,,
578940db819cb7066ab404d9,Autostarts,01/09/07,"Overall, great app to have and use. lately i'm having a little problem. I'm using an HTC One M9 and its rooted but when I got to disable something. the app isn't letting me. I guess it is telling me that I don't have root when I know I do. has anyone experienced this lately?",Daniel Curiel,11/06/15,4,INFORMATION_SEEKING,PROTECTION,SECURITY,DEVICE,ERROR,Y,,
578940d9819cb7066ab404d8,Autostarts,01/09/07,"Galaxy S6 Not working :/ Requests SU, but then after a while white popup appears without any text and does not disable item. Please fix.",Miroslav SVK,18/06/15,3,PROBLEM_DISCOVERY,COMPATIBILITY,DEVICE,UI,ERROR,Y,,
578940d7819cb7066ab404d7,Autostarts,01/09/07,"Very powerful one. Just amazing and really required to save battery. Some improvements necessary: 1. Sort by disabled/enabled 2. Keep the information/help message that appears after clicking ""i"", for a longer duration. It goes off quickly and gives no time to read the full information. 3. Provide an easy mode for ""one click disable"" for all events.",Suprateeka R Hegde,20/06/15,4,OTHER,OTHER,BATTERY,UI,APP USABILITY,,,
578940d7819cb7066ab404d6,Autostarts,01/09/07,Doesn't even open. Crashes every time. Galaxy s6,Dave Griffiths,22/06/15,1,OTHER,COMPATIBILITY,DEVICE,ERROR,,Y,,
578940d7819cb7066ab404d5,Autostarts,01/09/07,Used 2 work but no longer When I try to disable an app I get a blank white box with no details inside it and it doesn't disable anything. 1-star until fixed BC it's useless now (Galaxy S6 Edge+root),A Google User,05/07/15,1,OTHER,COMPATIBILITY,DEVICE,ERROR,,Y,,
578940d5819cb7066ab404d4,Autostarts,01/09/07,Isn't working on Samsung Galaxy S6. Is working perfectly on all my other devices though.,A Google User,19/07/15,1,OTHER,COMPATIBILITY,DEVICE,ERROR,,Y,,
578940d5819cb7066ab404d3,Autostarts,01/09/07,"Scrolling Fast scrolling in app list cause freezing the app. Note2 Note3 note4, no update for this error",Gejza Poda,02/08/15,1,OTHER,,UI,DEVICE,ERROR,,PERFORMANCE,
578940d5819cb7066ab404d2,Autostarts,01/09/07,PLEASE FIX THE ISSUE Some apps do not appear in the list of apps but can be found via search bar only. Please fix!,Anton Tkachev,18/08/15,4,PROBLEM_DISCOVERY,,UI,ERROR,,,,
578940d3819cb7066ab404d1,Autostarts,01/09/07,Crashes Used to work well but suddenly crashes on Verizon Galaxy S6.,Jisoo Lee,22/08/15,4,PROBLEM_DISCOVERY,,DEVICE,ERROR,,,,
578940d3819cb7066ab404d0,Autostarts,01/09/07,Amazing app. Old friend.,Michael Stephenson,24/09/15,5,OTHER,,OTHER,,,,,
578940d3819cb7066ab404ce,Autostarts,01/09/07,"Worked well Doesn't work on the S6 Edge Plus_Ÿ˜¢, just get a blank toast when trying to disable anything",Paul McDonagh,03/10/15,4,PROBLEM_DISCOVERY,,UI,ERROR,DEVICE,,,
